"Date","Time","Close","y","AR1","AR2","AR3","EMA05","EMA10","MACD","CMO24","CMO48"
2015-08-05,06:00:00,1.08562,0.00413,-0.00162,-0.00068,-0.00161,0.00188166,0.00409694,-0.00092016,-0.16666667,-0.04166667
2015-08-05,09:00:00,1.08975,-0.003,0.00413,0.00251,0.00345,-0.00149894,-2.71e-05,-0.00059981,-0.16666667,0
2015-08-05,12:00:00,1.08675,0.00314,-0.003,0.00113,-0.00049,0.00100066,0.00243233,-0.00053872,-0.16666667,-0.04166667
2015-08-05,15:00:00,1.08989,9e-05,0.00314,0.00014,0.00427,-0.00142628,-0.00057905,-0.00025027,-0.08333333,0
2015-08-05,18:00:00,1.08998,0.00119,9e-05,0.00323,0.00023,-0.0010109,-0.00054745,-2.851e-05,-0.08333333,0
2015-08-05,21:00:00,1.09117,-0.00028,0.00119,0.00128,0.00442,-0.00146732,-0.0014216,0.00021008,0,0
2015-08-06,00:00:00,1.09089,0.00011,-0.00028,0.00091,0.001,-0.00079159,-0.00093408,0.00035244,-0.08333333,-0.04166667
2015-08-06,03:00:00,1.091,-0.00174,0.00011,-0.00017,0.00102,-0.00060111,-0.0008543,0.00045109,-0.08333333,0
2015-08-06,06:00:00,1.08926,-0.00083,-0.00174,-0.00163,-0.00191,0.00075921,0.00072462,0.00039809,-0.08333333,-0.04166667
2015-08-06,09:00:00,1.08843,0.00369,-0.00083,-0.00257,-0.00246,0.00105942,0.00127191,0.00030998,-0.08333333,-0.04166667
2015-08-06,12:00:00,1.09212,0.00015,0.00369,0.00286,0.00112,-0.00175377,-0.00197848,0.00049224,-0.08333333,0
2015-08-06,15:00:00,1.09227,0.00019,0.00015,0.00384,0.00301,-0.00126923,-0.00174153,0.00060736,0,0.04166667
2015-08-06,18:00:00,1.09246,0.00037,0.00019,0.00034,0.00403,-0.00097287,-0.00158039,0.00067554,0,0.08333333
2015-08-06,21:00:00,1.09283,-0.00145,0.00037,0.00056,0.00071,-0.00089529,-0.00159582,0.00072067,0.08333333,0.125
2015-08-07,00:00:00,1.09138,0.00061,-0.00145,-0.00108,-0.00089,0.00036975,-0.00011936,0.0006312,0,0.08333333
2015-08-07,03:00:00,1.09199,0.00016,0.00061,-0.00084,-0.00047,-0.00016021,-0.00059679,0.00059207,0,0.125
2015-08-07,06:00:00,1.09215,-0.00524,0.00016,0.00077,-0.00068,-0.00021353,-0.00061924,0.00055649,0,0.125
2015-08-07,09:00:00,1.08691,0.00901,-0.00524,-0.00508,-0.00447,0.00335093,0.00378057,0.00017911,0,0.125
2015-08-07,12:00:00,1.09592,0.00091,0.00901,0.00377,0.00393,-0.00377276,-0.00427867,0.00051627,0.08333333,0.16666667
2015-08-07,15:00:00,1.09683,-0.00063,0.00091,0.00992,0.00468,-0.00312189,-0.00424532,0.00076552,0.16666667,0.16666667
2015-08-09,18:00:00,1.0962,-0.00099,-0.00063,0.00028,0.00929,-0.00166131,-0.00295804,0.00084658,0.16666667,0.125
2015-08-09,21:00:00,1.09521,0.0014,-0.00099,-0.00162,-0.00071,-0.00044759,-0.00161026,0.00079306,0.16666667,0.08333333
2015-08-10,00:00:00,1.09661,-2e-04,0.0014,0.00041,-0.00022,-0.00123178,-0.00246299,0.00080872,0.25,0.08333333
2015-08-10,03:00:00,1.09641,-0.00233,-2e-04,0.0012,0.00021,-0.0006879,-0.00185159,0.00076296,0.16666667,0.04166667
2015-08-10,06:00:00,1.09408,0.00126,-0.00233,-0.00253,-0.00113,0.00109468,0.00039138,0.00054344,0.16666667,0
2015-08-10,09:00:00,1.09534,0.0041,0.00126,-0.00107,-0.00127,-0.00011026,-0.00071074,0.00045438,0.16666667,0
2015-08-10,12:00:00,1.09944,0.00241,0.0041,0.00536,0.00303,-0.00280689,-0.0039361,0.00063197,0.25,0.04166667
2015-08-10,15:00:00,1.10185,-0.00024,0.00241,0.00651,0.00777,-0.00347798,-0.00519231,0.00085808,0.25,0.08333333
2015-08-10,18:00:00,1.10161,0.00128,-0.00024,0.00217,0.00627,-0.0021587,-0.00405194,0.00093169,0.16666667,0.04166667
2015-08-10,21:00:00,1.10289,-0.0049,0.00128,0.00104,0.00345,-0.00229252,-0.00436255,0.00100072,0.16666667,0.08333333
2015-08-11,00:00:00,1.09799,-0.00113,-0.0049,-0.00362,-0.00386,0.00173827,0.00043969,0.0006666,0.16666667,0.04166667
2015-08-11,03:00:00,1.09686,0.00551,-0.00113,-0.00603,-0.00475,0.00191213,0.00128424,0.00033637,0.08333333,0
2015-08-11,06:00:00,1.10237,0.00469,0.00551,0.00438,-0.00052,-0.00239863,-0.00345749,0.00044888,0.16666667,0.04166667
2015-08-11,09:00:00,1.10706,-0.00281,0.00469,0.0102,0.00907,-0.0047258,-0.00666617,0.00077964,0.25,0.08333333
2015-08-11,12:00:00,1.10425,-0.00085,-0.00281,0.00188,0.00739,-0.00127725,-0.0031551,0.00074944,0.16666667,0.04166667
2015-08-11,15:00:00,1.1034,0.00088,-0.00085,-0.00366,0.00103,-0.00028488,-0.00188604,0.00061796,0.08333333,0.04166667
2015-08-11,18:00:00,1.10428,-0.00013,0.00088,3e-05,-0.00278,-0.00077664,-0.00226317,0.00053889,0.08333333,0.04166667
2015-08-11,21:00:00,1.10415,0.00177,-0.00013,0.00075,-1e-04,-0.00043114,-0.00174537,0.00043113,0,0.04166667
2015-08-12,00:00:00,1.10592,0.00211,0.00177,0.00164,0.00252,-0.00146748,-0.00287626,0.0004313,0.08333333,0.04166667
2015-08-12,03:00:00,1.10803,0.00483,0.00211,0.00388,0.00375,-0.00238503,-0.00407971,0.00051983,0.08333333,0.04166667
2015-08-12,06:00:00,1.11286,0.00175,0.00483,0.00694,0.00871,-0.00481007,-0.00728981,0.0008315,0.08333333,0.04166667
2015-08-12,09:00:00,1.11461,0.00532,0.00175,0.00658,0.00869,-0.00437343,-0.00739626,0.00106824,0.16666667,0.08333333
2015-08-12,12:00:00,1.11993,-0.0031,0.00532,0.00707,0.0119,-0.00646234,-0.01040426,0.001471,0.16666667,0.125
2015-08-12,15:00:00,1.11683,-0.00095,-0.0031,0.00222,0.00397,-0.00224161,-0.00597626,0.001416,0.08333333,0.125
2015-08-12,18:00:00,1.11588,-0.00015,-0.00095,-0.00405,0.00127,-0.00086112,-0.00411244,0.00121096,0.08333333,0.125
2015-08-12,21:00:00,1.11573,-0.00165,-0.00015,-0.0011,-0.0042,-0.00047413,-0.00324204,0.00097091,0.08333333,0.125
2015-08-13,00:00:00,1.11408,-0.00202,-0.00165,-0.0018,-0.00275,0.00078386,-0.00130263,0.00062356,0,0.125
2015-08-13,03:00:00,1.11206,-4e-05,-0.00202,-0.00367,-0.00382,0.00186919,0.00058689,0.00020214,0,0.08333333
2015-08-13,06:00:00,1.11202,-0.00212,-4e-05,-0.00206,-0.00371,0.00127275,0.00051286,-0.00011772,0,0.08333333
2015-08-13,09:00:00,1.1099,0.00439,-0.00212,-0.00216,-0.00418,0.00226178,0.00215411,-0.00048962,-0.08333333,0.04166667
2015-08-13,12:00:00,1.11429,-0.00032,0.00439,0.00227,0.00223,-0.00141886,-0.00182941,-0.00045809,-0.08333333,0.08333333
2015-08-13,15:00:00,1.11397,0.00132,-0.00032,0.00407,0.00195,-0.00073262,-0.00123502,-0.00047488,-0.16666667,0.04166667
2015-08-13,18:00:00,1.11529,6e-04,0.00132,0.001,0.00539,-0.00136847,-0.00209052,-0.00041533,-0.08333333,0.04166667
2015-08-13,21:00:00,1.11589,-6e-04,6e-04,0.00192,0.0016,-0.00131236,-0.00220138,-0.00035606,-0.08333333,0.04166667
2015-08-14,00:00:00,1.11529,0.00032,-6e-04,0,0.00132,-0.00047496,-0.00131027,-0.00037583,-0.08333333,0.04166667
2015-08-14,03:00:00,1.11561,-0.00052,0.00032,-0.00028,0.00032,-0.00053002,-0.0013339,-0.00038455,0,0.04166667
2015-08-14,06:00:00,1.11509,1e-05,-0.00052,-2e-04,-8e-04,-6.73e-06,-0.00066597,-0.00043862,-0.08333333,0.04166667
2015-08-14,09:00:00,1.1151,-0.00448,1e-05,-0.00051,-0.00019,-1.12e-05,-0.00055311,-0.00048344,-0.08333333,0.08333333
2015-08-14,12:00:00,1.11062,0.0011,-0.00448,-0.00447,-0.00499,0.00297915,0.00321286,-0.00080557,-0.08333333,0.04166667
2015-08-14,15:00:00,1.11172,-0.00053,0.0011,-0.00338,-0.00337,0.00125272,0.00172866,-0.00092667,0,0.04166667
2015-08-16,18:00:00,1.11119,-0.00144,-0.00053,0.00057,-0.00391,0.00118843,0.00184794,-0.00101734,-0.08333333,0
2015-08-16,21:00:00,1.10975,-0.00074,-0.00144,-0.00197,-0.00087,0.00175224,0.00269009,-0.00113995,-0.08333333,-0.04166667
2015-08-17,00:00:00,1.10901,0.00111,-0.00074,-0.00218,-0.00271,0.00166144,0.00280639,-0.00122886,-0.16666667,-0.04166667
2015-08-17,03:00:00,1.11012,-0.00057,0.00111,0.00037,-0.00107,0.00036758,0.00138791,-0.00117114,-0.16666667,-0.04166667
2015-08-17,06:00:00,1.10955,0.00124,-0.00057,0.00054,-2e-04,0.000625,0.00160188,-0.00112907,-0.25,-0.08333333
2015-08-17,09:00:00,1.11079,-0.00307,0.00124,0.00067,0.00178,-0.00041005,0.00029603,-0.00098095,-0.25,-0.04166667
2015-08-17,12:00:00,1.10772,0.00034,-0.00307,-0.00183,-0.0024,0.00177325,0.00275398,-0.00104693,-0.33333333,-0.08333333
2015-08-17,15:00:00,1.10806,-0.00047,0.00034,-0.00273,-0.00149,0.00095545,0.00197503,-0.00102364,-0.25,-0.08333333
2015-08-17,18:00:00,1.10759,-0.00017,-0.00047,-0.00013,-0.0032,0.00095025,0.00200043,-0.00099499,-0.25,-0.08333333
2015-08-17,21:00:00,1.10742,0.00038,-0.00017,-0.00064,-3e-04,0.00074678,0.00177576,-0.00094305,-0.25,-0.08333333
2015-08-18,00:00:00,1.1078,-0.00106,0.00038,0.00021,-0.00026,0.00024447,0.00114194,-0.000842,-0.16666667,-0.08333333
2015-08-18,03:00:00,1.10674,3e-04,-0.00106,-0.00068,-0.00085,0.0008696,0.00180154,-0.00080544,-0.16666667,-0.08333333
2015-08-18,06:00:00,1.10704,-0.00429,3e-04,-0.00076,-0.00038,0.00037968,0.00122848,-0.00072259,-0.08333333,-0.04166667
2015-08-18,09:00:00,1.10275,6e-05,-0.00429,-0.00399,-0.00505,0.00311307,0.00451508,-0.00090635,-0.08333333,-0.08333333
2015-08-18,12:00:00,1.10281,-0.00046,6e-05,-0.00423,-0.00393,0.00203533,0.00364502,-0.0009679,-0.08333333,-0.08333333
2015-08-18,15:00:00,1.10235,0.00018,-0.00046,-4e-04,-0.00469,0.0016635,0.0033586,-0.00098062,-0.08333333,-0.125
2015-08-18,18:00:00,1.10253,0.00135,0.00018,-0.00028,-0.00022,0.00098895,0.00260063,-0.00091897,-0.08333333,-0.08333333
2015-08-18,21:00:00,1.10388,0.00046,0.00135,0.00153,0.00107,-0.00024075,0.00102319,-0.00073719,-0.08333333,-0.08333333
2015-08-19,00:00:00,1.10434,0.00187,0.00046,0.00181,0.00199,-0.00046722,0.00046075,-0.00054476,0,-0.04166667
2015-08-19,03:00:00,1.10621,-0.00206,0.00187,0.00233,0.00368,-0.00155819,-0.00115307,-0.00026451,0,0
2015-08-19,06:00:00,1.10415,-0.00079,-0.00206,-0.00019,0.00027,0.00033449,0.00074198,-0.00019412,0,-0.04166667
2015-08-19,09:00:00,1.10336,0.00272,-0.00079,-0.00285,-0.00098,0.00074961,0.00125339,-0.00017745,-0.08333333,-0.08333333
2015-08-19,12:00:00,1.10608,0.00617,0.00272,0.00193,-0.00013,-0.00131365,-0.0012,2.906e-05,0,-0.04166667
2015-08-19,15:00:00,1.11225,-5e-05,0.00617,0.00889,0.0081,-0.00498915,-0.00603004,0.00056386,0,0
2015-08-19,18:00:00,1.1122,0.00213,-5e-05,0.00612,0.00884,-0.00329282,-0.00489281,0.00087814,0,-0.04166667
2015-08-19,21:00:00,1.11433,-8e-04,0.00213,0.00208,0.00825,-0.00361526,-0.00574598,0.00117486,0.08333333,0
2015-08-20,00:00:00,1.11353,2e-05,-8e-04,0.00133,0.00128,-0.00187689,-0.00404676,0.00125535,0.08333333,-0.04166667
2015-08-20,03:00:00,1.11355,0.00215,2e-05,-0.00078,0.00135,-0.00126464,-0.0033274,0.00124556,0.08333333,-0.04166667
2015-08-20,06:00:00,1.1157,7e-05,0.00215,0.00217,0.00137,-0.00227648,-0.00448155,0.0013128,0.16666667,-0.04166667
2015-08-20,09:00:00,1.11577,0.00423,7e-05,0.00222,0.00224,-0.00156437,-0.00372405,0.00128905,0.16666667,-0.04166667
2015-08-20,12:00:00,1.12,-0.00019,0.00423,0.0043,0.00645,-0.00386296,-0.0065079,0.00147207,0.25,-0.04166667
2015-08-20,15:00:00,1.11981,0.00359,-0.00019,0.00404,0.00411,-0.00244869,-0.00516924,0.00148966,0.16666667,-0.04166667
